Movie ID,Original Title,Overview,Poster Path
90245,アントニー・ガウディー,"Catalan architect Antonio Gaudí (1852-1926) designed some of the world's most astonishing buildings, interiors, and parks; Japanese director Hiroshi Teshigahara constructed some of the most aesthetically audacious films ever made. With camera work as bold and sensual as the curves of his subject's organic structures, Teshigahara immortalizes Gaudí on film.",/5avrBzIW7mXrUmUAz8gNz8KxXhB.jpg
90249,Real Steel,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",/4GIeI5K5YdDUkR3mNQBoScpSFEf.jpg
90343,Footloose,"Ren MacCormack is transplanted from Boston to the small southern town of Bomont where loud music and dancing are prohibited. Not one to bow to the status quo, Ren challenges the ban, revitalizing the town and falling in love with the minister’s troubled daughter Ariel in the process.",/rzTuPCtIBuL4LPJBbNA5RnXDzPZ.jpg
90345,The Thing,"When paleontologist Kate Lloyd travels to an isolated outpost in Antarctica for the expedition of a lifetime, she joins an international team that unearths a remarkable discovery. Their elation quickly turns to fear as they realize that their experiment has freed a mysterious being from its frozen prison. Paranoia spreads like an epidemic as a creature that can mimic anything it touches will pit human against human as it tries to survive and flourish in this spine-tingling thriller.",/dmn2nVo8h7LMnk694JxCRIwK06p.jpg
90353,Beautiful Boy,"A married couple on the verge of separation are leveled by the news their 18-year-old son committed a mass-shooting at his college, then took his own life.",/7puPuSeje8315Pbdxzo8bxHD6EB.jpg
90357,Tyrannosaur,"The story of Joseph, a man plagued by violence and a rage that is driving him to self-destruction. As Joseph's life spirals into turmoil a chance of redemption appears in the form of Hannah, a Christian charity shop worker. Their relationship develops to reveal that Hannah is hiding a secret of her own with devastating results on both of their lives.",/p6PJGuO6K94YylUcAsTTn7Q4cQn.jpg
90374,Martha Marcy May Marlene,"After several years of living with a cult, Martha finally escapes and calls her estranged sister, Lucy, for help. Martha finds herself at the quiet Connecticut home Lucy shares with her new husband, Ted, but the memories of what she experienced in the cult make peace hard to find. As flashbacks continue to torment her, Martha fails to shake a terrible sense of dread, especially in regard to the cult's manipulative leader.",/jrajVRe3Xx2QJvvcPif9O4qKLZF.jpg
90376,We Need to Talk About Kevin,"After her son Kevin commits a horrific act, troubled mother Eva reflects on her complicated relationship with her disturbed son as he grew from a toddler into a teenager.",/auAmiRmbBQ5QIYGpWgcGBoBQY3b.jpg
90384,Behind Enemy Lines II: Axis of Evil,"Navy SEALS, headed by Lt. Bobby James, are dispatched to North Korea on a covert mission, all in an effort to take out a missile site...",/7sbLeFbRxSNXHc1ZO4zxFy3sIgc.jpg
90403,The Three Musketeers,The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,/woCADkkDIIKrOMEokbFOEsAYtUa.jpg
90405,In Time,"In the not-too-distant future, the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time is too late to help his mother from dying. He ends up on the run from a corrupt police force known as the ""time keepers"".",/3Mwj2sIONQckOZP3YwsUXF7U5I4.jpg
90428,Margaret,"A young woman witnesses a bus accident, and is caught up in the aftermath, where the question of whether or not it was intentional affects many people's lives.",/zqBao8uRH6TQAJd13tqC22vPB76.jpg
90430,Carnage,"After 11-year-old Zachary Cowan strikes his classmate across the face with a stick after an argument, the victim's parents invite Zachary's parents to their Brooklyn apartment to deal with the incident in a civilized manner.",/3Imx53XV3T02ADlMxYazYXVNysZ.jpg
90439,Margin Call,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,/pgMIdInSIGw0uSory7yEBFGrvIS.jpg
90469,Paranormal Activity 3,"In 1988, young sisters Katie and Kristi befriend an invisible entity who resides in their home.",/9nYranPiWdNmbD5PRPPSL7VUFTS.jpg
90471,Puncture,A lawyer who is a drug addict fights a medical-supplies corporation in court while battling his personal demons.,/sQD8NLW8ZsKHZMx9n7dLHSDgseH.jpg
90522,Johnny English Reborn,"The most prominent heads of state in the world begin gathering for a conference that could have a major impact on global politics. When MI-7 receives word that the Chinese premier has become the target of some high-powered killers, it falls on Johnny English to save the day. Armed with the latest high-tech weaponry and gadgets that would make even James Bond jealous, the once-disgraced agent uncovers evidence of a massive conspiracy involving some of the world's most powerful organisations, and vows to redeem his tarnished reputation by stopping the killers before they can strike.",/1T6qnlTVkrGr0mpgZbpSwVU5FWW.jpg
90524,Abduction,"For many years, Nathan Harper has had the uneasy feeling that life with his family isn't quite what it seems. As he draws closer to uncovering the truth, he is hunted by assassins, forcing him to flee with his neighbor, Karen, the only person he can trust.",/4vqkl1w4eSTMdIcL9IrBzln58Wy.jpg
90528,This Must Be the Place,"A bored, retired rock star sets out to find his father's tormentor, an ex-Nazi war criminal who is a refugee in the U.S.",/shypvXowguyXUhtbknBAUiHe11D.jpg
90531,Shame,"Brandon, a thirty-something man living in New York, eludes intimacy with women but feeds his deepest desires with a compulsive addiction to sex. When his younger sister temporarily moves into his apartment, stirring up bitter memories of their shared painful past, Brandon's life, like his fragile mind, gets out of control.",/qg0E2BPNSH97aB62H0y1Tc8r8v4.jpg
90576,What's Your Number?,"Ally Darling is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",/eqn3UeXMY9W1Ow3jIZ6COqbjUWX.jpg
90600,Hodejegerne,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.,/ll32Hyillq6VSC1F7v4m2uZjGKI.jpg
90603,Batman: Year One,A wealthy playboy named Bruce Wayne and a Chicago cop named Jim Gordon both return to Gotham City where their lives unexpectedly intersect.,/mLZRhulJcDsxZWTdfx0trtk6y07.jpg
90630,Miss Representation,"The film MISS REPRESENTATION exposes how American youth are being sold the concept that women and girls’ value lies in their youth, beauty and sexuality. Explores the under-representation of women in positions of power and influence in America, and challenges the media's limited portrayal of what it means to be a powerful woman. It’s time to break that cycle of mistruths.",/98owJxMsoARozljBXpQXH93v2fF.jpg
90717,Tower Heist,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse.",/1HcOyMODYZXnncMikfhYkw3x2ss.jpg
90719,J. Edgar,"As the face of law enforcement in the United States for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career, and his life.",/hWHFPhGvCvfHbZCxJSR3n6GsXIf.jpg
90738,The Double,"The mysterious murder of a US senator bearing the distinctive trademark of the legendary Soviet assassin 'Cassius', forces retired CIA operative, Paul Shepherson to team with rookie FBI agent, Ben Geary  to solve the crime. Having spent his career chasing Cassius, Shepherdson is convinced his nemesis is long dead, but is pushed to take on the case by his former supervisor, Tom Highland. Geary, who wrote his Master's thesis on Shepherdson's pursuit of the Soviet killer, is certain that Cassius has resurfaced.",/t4W10sjJSDAWRUDn2Kb8DQKxiZv.jpg
90746,The Adventures of Tintin,"Intrepid young reporter, Tintin, and his loyal dog, Snowy, are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson and Thomson, travel half the world, one step ahead of their enemies, as Tintin endeavors to find the Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",/mKYkNro2btaWMsnYSuyqrBdHQo3.jpg
90769,Starsuckers,"Starsuckers is the most controversial documentary of the year, and was released in British cinemas in November 2009 to critical acclaim. It's a darkly humourous and shocking exposé of the celebrity obsessed media, that uncovers the real reasons behind our addiction to fame and blows the lid on the corporations and individuals who profit from it.",/1z05uhHmSdXV8LGM8DPnBkf86DU.jpg
90809,Tomboy,"A French family moves to a new neighborhood with during the summer holidays. The story follows a 10-year-old gender non-conforming child, Laure, who experiments with their gender presentation, adopting the name Mikäel.",/plEV1Q5u5caYASlG3pq3ON7acN7.jpg
90863,George Harrison: Living in the Material World,"Director Martin Scorsese profiles former Beatle George Harrison in this reverent portrait that mixes interviews and archival footage, featuring commentary from the likes of Paul McCartney, Eric Clapton, Ringo Starr and Yoko Ono.",/x5Y3S6HD8Mj5JmncAHy7eVpVsA0.jpg
90866,Hugo,"Orphaned and alone except for an uncle, Hugo Cabret lives in the walls of a train station in 1930s Paris. Hugo's job is to oil and maintain the station's clocks, but to him, his more important task is to protect a broken automaton and notebook left to him by his late father. Accompanied by the goddaughter of an embittered toy merchant, Hugo embarks on a quest to solve the mystery of the automaton and find a place he can call home.",/vDAhBTIHvIoNOlgCfmLirVgUK2p.jpg
